Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
08/25/2012,20:52:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NB COLUMBIA PIKE AND BRIGGS CHANEY RD,39.0758021166667,-76.9538467666667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2001.0,MERCEDES,C320,BLACK,Citation,13-401(b),Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0758021166667, -76.9538467666667)"
09/27/2012,15:00:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,SELFRIDGE RD AT GRIDLEY RD,39.0567746333333,-77.0849368,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2000.0,HOND,ODYSSEY,"GREEN, DK",Citation,21-707(a),Transportation Article,No,ASIAN,F,CAMBRIDGE,MD,MD,A - Marked Patrol,"(39.0567746333333, -77.0849368)"
11/24/2016,01:03:00,MCP,"4th district, Wheaton",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,GRANDVIEW AVE / BLUERIDGE AVE,39.048675,-77.05183,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,GMC,ENVOY,SILVER,Warning,21-204(b),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.048675, -77.05183)"
09/09/2015,10:08:00,MCP,"1st district, Rockville",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,FALLS RD / MONTROSE RD,39.0570683333333,-77.1884,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,CHRYSLER,SEBRING,WHITE,Citation,21-304(c),Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0570683333333, -77.1884)"
01/25/2014,15:45:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,LOST KNIFE CIR/ LOST KNIFE RD,39.156565,-77.2020616666667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2012.0,TOYOTA,COROLLA,BLACK,Citation,16-303(c),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.156565, -77.2020616666667)"
11/26/2016,19:01:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ELGIN RD/FISHER AVE,39.1448183333333,-77.4174883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,CHEV,COBALT,SILVER,Warning,16-112(c),Transportation Article,No,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.1448183333333, -77.4174883333333)"
11/23/2016,22:12:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,MVA @ WALKERS CHOICE RD,39.161655,-77.2020366666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,ACURA,TLX,WHITE,Warning,21-304(c),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.161655, -77.2020366666667)"
11/25/2016,20:30:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,NORBECK RD AT NORBECK BLVD,39.112255,-77.0701366666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,CAMRY,GREEN,Warning,21-309(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.112255, -77.0701366666667)"
11/26/2016,22:18:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,ELKIN ST / PRICE AVE,39.0404816666667,-77.0514266666667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,HOND,4D ACCORD,GOLD,Warning,21-707(a),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0404816666667, -77.0514266666667)"
11/25/2016,23:24:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,MILL RUN DRIVE/SHADY GROVE ROAD,39.145275,-77.1503883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,HOND,4S,GRAY,Warning,22-204(f),Transportation Article,No,ASIAN,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.145275, -77.1503883333333)"
11/26/2016,17:37:00,MCP,"5th district, Germantown",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,19300 BLK GERMANTOWN RD,39.1678266666667,-77.2801716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,KIA,SPORTAGE,RED,Warning,13-411(c1),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1678266666667, -77.2801716666667)"
04/24/2015,00:38:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,EB MONTROSE PKWY/EAST JEFFERSON ST,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003.0,DODGE,SPRINTER,WHITE,Citation,21-204(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/30/2015,13:10:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,SB PINEY BRANCH RD @ BARRON ST,38.99936,-76.9971416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,DODG,VN,"BLUE, LIGHT",Citation,21-402(a),Transportation Article,Yes,HISPANIC,F,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.99936, -76.9971416666667)"
12/01/2016,18:13:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,BEL PRE @ HOMECREST,39.0914366666667,-77.065795,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,TOYOTA,4D,BLUE,Warning,21-1124.2(d2),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0914366666667, -77.065795)"
01/15/2014,02:13:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,124/CHRISTOPHER,39.1844566666667,-77.2628566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEVY,MALIBU,WHITE,Citation,16-101(a),Transportation Article,No,BLACK,M,CLINTON,MD,MD,A - Marked Patrol,"(39.1844566666667, -77.2628566666667)"
04/26/2014,14:48:00,MCP,"4th district, Wheaton",VIOLATING LIC. RESTRICTION,LAYHILL ROAD / BEL PRE RD,39.0906683333333,-77.044995,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995.0,HONDA,4S,"BLUE, LIGHT",Citation,16-113(h),Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0906683333333, -77.044995)"
11/23/2016,22:40:00,MCP,"6th district, Gaithersburg / Montgomery Village",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,WATKINS MILL/STEDWICK,39.1724466666667,-77.2079133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,HONDA,ACCORD,BLUE,Warning,22-206(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.1724466666667, -77.2079133333333)"
01/14/2012,14:58:00,MCP,"4th district, Wheaton",FAIL TO PLACE & PROPERLY DISPLAY TEMP. REG. PLATE AFTER CURRENT REG. PLATE DAMAGED,BEL PRE DRIVE / BEL PRE ROAD,39.0906472,-77.0516176333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,DODGE,TRUCK,BLUE,Citation,13-415(f),Transportation Article,No,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,"(39.0906472, -77.0516176333333)"
05/15/2012,22:29:00,MCP,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,RANDOLPH RD & MIDDLEVALE LANE,39.0644263333333,-77.0389084833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEV,CAVILER,SILVER,Citation,21-402(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0644263333333, -77.0389084833333)"
04/22/2013,17:27:00,MCP,"6th district, Gaithersburg / Montgomery Village",OWNER KNOWINGLY PERMITTING MOTOR VEH. TO BE DRIVEN ON HWY. BY UNAUTHORIZED PERSON,MONTGOMERY VILLAGE @ WALKERS CHOICE,39.1655317333333,-77.2049591833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,HIGHLANDER,GRAY,Citation,16-305(a),Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1655317333333, -77.2049591833333)"
01/14/2014,09:53:00,MCP,"4th district, Wheaton",KNOWINGLY DRIVING UNINSURED VEHICLE,KEMP MILL RD @ MONTICELLO,39.0470533333333,-77.0300516666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,HOND,CRV,GOLD,Citation,17-107,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0470533333333, -77.0300516666667)"
11/29/2016,19:59:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,VEIRS MILL RD @ TURKEY BRANCH PKWY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,MITSUBISHI,GALANT,BLACK,Warning,22-226(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
09/23/2012,22:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERMITTING VEH. TO BE DRIVEN ON HWY. W/O CURRENT REGISTRATION & VALIDATION TABS ISSUED BY ADM.,MUNCASTER MILL RD AT IVY OAK RD,39.15684195,-77.1584252666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,MITSUBISHI,GALANT,RED,Citation,13-411(e),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.15684195, -77.1584252666667)"
11/24/2016,00:39:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NB I-270 @ 11MM,39.149085,-77.2148783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,AUDI,Q3,RED,Warning,13-409(b),Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.149085, -77.2148783333333)"
11/23/2016,21:30:00,MCP,"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,VEIRS MILL RD @ CLARIDGE RD,39.0497966666667,-77.0710783333333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2007.0,NISSAN,SENTRA,BLACK,Warning,22-204(f),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0497966666667, -77.0710783333333)"
07/21/2012,06:35:00,MCP,"5th district, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GREAT SENECA HWY @ CLOPPER RD,39.1844464166667,-77.2628923833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,DODG,RAM,SILVER,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1844464166667, -77.2628923833333)"
11/24/2016,02:42:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E/B 200 @ NEW HAMPSHIRE AVE,39.07405,-76.95558,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,CHEVROLET,TRAX,WHITE,Warning,21-201(a1),Transportation Article,No,HISPANIC,F,COLUMBIA,MD,MD,A - Marked Patrol,"(39.07405, -76.95558)"
11/24/2016,00:39:00,MCP,"4th district, Wheaton",WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,LAYHILL RD @ MIDDLEVALE LN,39.0814833333333,-77.0469933333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,CHEVROLET,BLAZER,BLUE,Warning,21-804(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0814833333333, -77.0469933333333)"
12/01/2016,15:45:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EB GLENALLAN AVE / LAYHILL RD,39.0633316666667,-77.0498433333333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2002.0,NISSAN,ALTIMA,BLACK,Warning,21-201(a1),Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0633316666667, -77.0498433333333)"
12/23/2013,09:24:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SB I270 @ I370,39.12052,-77.1987783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYOTA,AVALON,GOLD,Citation,21-1124.2(d2),Transportation Article,No,WHITE,F,FREDERICK,MD,MD,B - Unmarked Patrol,"(39.12052, -77.1987783333333)"
01/12/2014,20:56:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",199 E. JEFFERSON ST.,39.0694816666667,-77.162145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,NISSAN,SENTRA,GRAY,Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0694816666667, -77.162145)"
11/01/2013,21:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,15740 SHADY GROVE RD,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1999.0,FORD,EXPLORER,GREEN,Citation,16-303(f),Transportation Article,No,BLACK,M,WASHINGTON DC,DC,DC,A - Marked Patrol,
11/27/2016,20:08:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SB NEW HAMPSHIRE AVE/NORTHAMPTON DR,39.0073516666667,-76.98025,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,PILOT,SILVER,Warning,13-401(h),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0073516666667, -76.98025)"
11/28/2016,17:47:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,FREDERICK RD/KING FARM BLVD,39.1163433333333,-77.1676133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HYUN,TOURING,SILVER,Warning,13-410(e2),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1163433333333, -77.1676133333333)"
12/01/2016,20:37:00,MCP,"4th district, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT,GEORGIA  AVE/ WELLER RD,39.061885,-77.0534083333333,No,No,No,No,No,No,No,No,No,No,VA,05 - Light Duty Truck,2007.0,CHEVY,TK,WHITE,Warning,16-105(b2),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.061885, -77.0534083333333)"
06/01/2014,12:19:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RUSSELL @ ODENHALL,39.1595183333333,-77.2005266666667,No,No,Yes,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999.0,DODGE,DAKOTA,RED,Citation,16-101(a),Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1595183333333, -77.2005266666667)"
11/26/2016,17:13:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OLNEY SANDY SPRING ROAD / SPARTAN ROAD,39.0951933333333,-76.9291016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HOND,CIVIC,BLUE,Warning,21-201(a1),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.0951933333333, -76.9291016666667)"
11/25/2016,00:20:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,S FREDERICK AVE @ FULKS CORNER RD,39.1402166666667,-77.1969133333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,BMW,SU,SILVER,Warning,13-401(h),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1402166666667, -77.1969133333333)"
11/23/2016,22:41:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EAST WEST HWY @ COLESVILLE RD,38.9937533333333,-77.0318333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,ACURA,TL,BLACK,Warning,21-201(a1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9937533333333, -77.0318333333333)"
10/30/2015,00:15:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NB NEW HAMPSHIRE AVE @ MANHAN RD,39.0475316666667,-76.9933533333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYOTA,CAMRY,BLUE,Citation,21-902(a2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0475316666667, -76.9933533333333)"
09/30/2014,10:49:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,BEL PRE RD / ARCTIC AVE,39.0952166666667,-77.092055,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,HONDA,ACCORD,"BLUE, DARK",Citation,21-707(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0952166666667, -77.092055)"
04/23/2013,20:55:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,RIVER RD / CARDEROCK SPRINGS,38.9980027333333,-77.17175125,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,LEXS,4H,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,"(38.9980027333333, -77.17175125)"
11/27/2016,13:21:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,ELKIN ST/BLUERIDGE AVE,39.0422483333333,-77.0499566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,GMC,TK,WHITE,Warning,13-411(d),Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0422483333333, -77.0499566666667)"
09/13/2014,14:04:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,WESTBARD AVENUE @ MASSACHUSETTS AVENUE,38.95847,-77.1094866666667,No,Yes,No,Yes,No,No,No,No,No,No,VA,02 - Automobile,1998.0,CHEVROLET,CAVALIER,GOLD,Citation,13-411(f),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.95847, -77.1094866666667)"
11/29/2016,01:31:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE / DALE DR,38.999825,-77.013915,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,COROLLA,WHITE,Warning,21-204(b),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.999825, -77.013915)"
11/27/2016,03:59:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,N/B I270 @ OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,CAMRY,RED,Warning,22-226(a),Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,A - Marked Patrol,
11/26/2016,13:33:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,E.GUDE DR/CRABBS BRANCH,39.0789716666667,-77.1344583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,HYUNDAI,SONATA,SILVER,Warning,13-401(h),Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,S - License Plate Recognition,"(39.0789716666667, -77.1344583333333)"
10/15/2013,15:11:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 26-206,GEORGIA AVE @ URBANA,39.0612166666667,-77.0531433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,CHRY,4S,GRAY,Citation,16-303(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0612166666667, -77.0531433333333)"
11/27/2016,22:04:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,108/PRINCE PHILLIP DR,39.1482133333333,-77.0582983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,DODGE,INTREPID,WHITE,Warning,21-405(e1),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.1482133333333, -77.0582983333333)"
07/17/2014,23:44:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FREDERICK RD @ E. GUDE DRIVE,39.1082133333333,-77.1596516666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,ACURA,INTEGRA,SILVER,Citation,16-112(c),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1082133333333, -77.1596516666667)"
09/30/2013,20:29:00,MCP,"3rd district, Silver Spring",UNSAFE LANE CHANGING,NB 29 AT FAIRLAND RD,39.0717866666667,-76.9564216666667,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2002.0,FORD,4S,BEIGE,Citation,21-309(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0717866666667, -76.9564216666667)"
11/25/2016,00:45:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WAYNE AVE @ DALE DR,38.999425,-77.0151933333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,CHEVROLET,TRAILBLAZER,"BLUE, DARK",Warning,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.999425, -77.0151933333333)"
04/15/2015,00:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,MONTGOMERY VILLAGE AVE. @ STEDWICK RD.,39.1695,-77.204365,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,AUDI,A4,BLACK,Citation,16-112(c),Transportation Article,No,OTHER,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1695, -77.204365)"
03/07/2016,15:28:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,16411 SHADYGROVE RD,39.124695,-77.175415,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,BUICK,LUCERNE,WHITE,Citation,16-113(h),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.124695, -77.175415)"
11/22/2016,23:11:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FIELDS / ELLINGSON,39.1163366666667,-77.205185,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,HONDA,CIVIC,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1163366666667, -77.205185)"
11/23/2016,22:43:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,FREDERICK RD @ MIDDLEBROOK RD,39.1789316666667,-77.2409633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYOTA,COROLLA,SILVER,Warning,21-202(i1),Transportation Article,No,OTHER,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1789316666667, -77.2409633333333)"
11/28/2016,22:50:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,GEORGIA AVE /  COLESVILLE RD,38.9968316666667,-77.0275066666667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2000.0,VW,JETTA,GREEN,Warning,21-202(h2),Transportation Article,No,BLACK,F,RESTON,VA,VA,A - Marked Patrol,"(38.9968316666667, -77.0275066666667)"
11/23/2016,13:08:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 355 NB AT CANTERFIELD WAY,39.2197883333333,-77.2572666666667,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2000.0,MITS,ECLIPE,WHITE,Warning,13-409(b),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,"(39.2197883333333, -77.2572666666667)"
11/23/2016,21:34:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FENTON ST @ BONIFANT ST,38.9944716666667,-77.0244366666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYOTA,HIGHLANDER,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9944716666667, -77.0244366666667)"
